,No Dokumen,Tgl Dok,Kode Barang,Nama Barang,Jumlah,Keterangan,Tahun
204,023180500677604001KD202200026K,2022-03-21,1.01.02.08.001.000264,"Cutting disk besi 4 x 1,2",60.0,Keperluan Lab Energi,2022
205,023180500677604001KD202200026K,2022-03-21,1.01.03.05.005.000002,"Kunci L Set Panjang 1,5-10mm Jonnesway",1.0,Keperluan Lab Energi,2022
206,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.000078,Conector RJ 45,225.0,Keperluan Lab Komunikasi Data,2022
207,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.000079,Conector RJ 11,4.0,Keperluan Lab Komunikasi Data,2022
208,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.000079,Conector RJ 11,496.0,Keperluan Lab Komunikasi Data,2022
209,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.000272,Mata Bor Besi HSS 1-13mm,1.0,Keperluan Lab Komunikasi Data,2022
210,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.000367,Obeng (-) (Sedang) Panjang,3.0,Keperluan Lab Komunikasi Data,2022
211,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.000368,Obeng (+) (Sedang) Panjang,3.0,Keperluan Lab Komunikasi Data,2022
212,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.000562,Tang Crimping RJ 45 (231652),2.0,Keperluan Lab Komunikasi Data,2022
213,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.000956,SD Card 4GB Transcend,1.0,Keperluan Lab Komunikasi Data,2022
214,023180500677604001KD202200027K,2022-03-23,1.01.02.04.048.001686,Speaker sys logitech S 00143,1.0,Keperluan Lab Komunikasi Data,2022
215,023180500677604001KD202200028K,2022-03-24,1.01.01.99.999.000009,Gearset MX-64,8.0,Keperluan Robot KRAI,2022
216,023180500677604001KD202200028K,2022-03-24,1.01.01.99.999.000010,Gearset MX-106,2.0,Keperluan Robot KRAI,2022
217,023180500677604001KD202200029K,2022-03-25,1.01.02.04.048.000532,Skun Kabel U 5.5-8mm,225.0,Keperluan Lab Pengemudi Elektrik,2022
218,023180500677604001KD202200029K,2022-03-25,1.01.02.04.048.000532,Skun Kabel U 5.5-8mm,275.0,Keperluan Lab Pengemudi Elektrik,2022
220,023180500677604001KD202200030K,2022-03-29,1.01.02.04.048.000111,Diode Zener 6.2V,168.0,Keperluan Lab Rangkaian Listrik,2022
221,023180500677604001KD202200030K,2022-03-29,1.01.02.04.048.000111,Diode Zener 6.2V,132.0,Keperluan Lab Rangkaian Listrik,2022
222,023180500677604001KD202200030K,2022-03-29,1.01.02.04.048.000532,Skun Kabel U 5.5-8mm,200.0,Keperluan Lab Rangkaian Listrik,2022
223,023180500677604001KD202200030K,2022-03-29,1.01.02.04.048.000630,Transistor BD 139,50.0,Keperluan Lab Rangkaian Listrik,2022
224,023180500677604001KD202200030K,2022-03-29,1.01.02.04.048.000801,Diode Zener 12V,300.0,Keperluan Lab Rangkaian Listrik,2022
225,023180500677604001KD202200030K,2022-03-29,1.01.02.04.048.000866,Isolasi Kertas,2.0,Keperluan Lab Rangkaian Listrik,2022
226,023180500677604001KD202200030K,2022-03-29,1.01.02.04.048.001624,"Buzzer 5V, bulat, diameter 2 cm, tinggi 1 cm",5.0,Keperluan Lab Rangkaian Listrik,2022
227,023180500677604001KD202200030K,2022-03-29,1.01.03.06.001.000250,Kabel serabut 1mm (warna campuran),4.0,Keperluan Lab Rangkaian Listrik,2022
228,023180500677604001KD202200030K,2022-03-29,1.01.03.06.004.000001,Switch On Off Kecil 2x1cm,50.0,Keperluan Lab Rangkaian Listrik,2022
229,023180500677604001KD202200030K,2022-03-29,1.01.03.06.004.000510,Switch Toggle on off on 6Pin,30.0,Keperluan Lab Rangkaian Listrik,2022
230,023180500677604001KD202200030K,2022-03-29,1.01.03.06.999.000008,Fast Recovery Diode 3A,100.0,Keperluan Lab Rangkaian Listrik,2022
231,023180500677604001KD202200030K,2022-03-29,1.01.03.06.999.000559,T Sambungan Putih,10.0,Keperluan Lab Rangkaian Listrik,2022
234,023180500677604001KD202200031K,2022-03-30,1.01.02.04.048.001694,Skun Ferrules 1.5mm (100 pcs),1.0,Keperluan Unit Rumah Tangga,2022
235,023180500677604001KD202200031K,2022-03-30,1.01.02.04.048.001695,Skun Ring 1.5-4mm,1.0,Keperluan Unit Rumah Tangga,2022
236,023180500677604001KD202200031K,2022-03-30,1.01.03.06.001.000086,Kabel NYY 3x1.5,1.0,Keperluan Unit Rumah Tangga,2022
237,023180500677604001KD202200032K,2022-04-01,1.01.02.04.048.000219,Isolasi National 5milsx3 4,10.0,Keperluan UPT Komunikasi dan SI,2022
238,023180500677604001KD202200032K,2022-04-01,1.01.03.06.001.000074,Ugreen Converter Micro HDMI to HDMI VGA,1.0,Keperluan UPT Komunikasi dan SI,2022
239,023180500677604001KD202200033K,2022-04-04,1.01.02.04.048.000414,Project Board GL-12,2.0,Keperluan Lab IMAR S2,2022
240,023180500677604001KD202200034K,2022-04-07,1.01.01.04.002.000002,"Pelumas Semprot WD-40, 412ml",2.0,Keperluan Lab Database IT,2022
241,023180500677604001KD202200034K,2022-04-07,1.01.02.04.048.000219,Isolasi National 5milsx3 4,4.0,Keperluan Lab Database IT,2022
242,023180500677604001KD202200034K,2022-04-07,1.01.02.04.048.000866,Isolasi Kertas,7.0,Keperluan Lab Database IT,2022
243,023180500677604001KD202200034K,2022-04-07,1.01.02.04.048.001679,Power Supply micro USB for raspberry pi,2.0,Keperluan Lab Database IT,2022
244,023180500677604001KD202200035K,2022-04-11,1.01.02.04.048.000254,Kuas 1,3.0,Keperluan Lab Sistem Informasi IT,2022
245,023180500677604001KD202200035K,2022-04-11,1.01.02.04.048.000866,Isolasi Kertas,5.0,Keperluan Lab Sistem Informasi IT,2022
246,023180500677604001KD202200036K,2022-04-13,1.01.01.04.002.000002,"Pelumas Semprot WD-40, 412ml",2.0,Keperluan Lab Gambar Teknik,2022
247,023180500677604001KD202200036K,2022-04-13,1.01.02.04.048.000301,Kuas 1.5,1.0,Keperluan Lab Gambar Teknik,2022
248,023180500677604001KD202200036K,2022-04-13,1.01.02.04.048.000301,Kuas 1.5,25.0,Keperluan Lab Gambar Teknik,2022
249,023180500677604001KD202200036K,2022-04-13,1.01.02.04.048.000339,"Mata Bor 1-13mm, Khusus Baja",1.0,Keperluan Lab Gambar Teknik,2022
250,023180500677604001KD202200036K,2022-04-13,1.01.02.08.001.000022,Sarung Tangan,10.0,Keperluan Lab Gambar Teknik,2022
252,023180500677604001KD202200036K,2022-04-13,1.01.03.05.005.000003,Kunci L Set Panjang Ballpoint (9 Pcs S2),2.0,Keperluan Lab Gambar Teknik,2022
253,023180500677604001KD202200036K,2022-04-13,1.01.03.06.004.000513,Sedotan Timah Goot Sedang,1.0,Keperluan Lab Gambar Teknik,2022
254,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000041,Cap Keramik 10kP,100.0,Keperluan Lab RTCS,2022
255,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000170,IC LM 324,17.0,Keperluan Lab RTCS,2022
256,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000170,IC LM 324,3.0,Keperluan Lab RTCS,2022
257,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000175,IC LM 7809,20.0,Keperluan Lab RTCS,2022
258,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000221,"Jack Banana Hitam, merah",100.0,Keperluan Lab RTCS,2022
259,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000247,Kristal 11.0592 Mhz,100.0,Keperluan Lab RTCS,2022
260,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000266,Karet Penyangga Besar,50.0,Keperluan Lab RTCS,2022
261,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000325,LDR,100.0,Keperluan Lab RTCS,2022
262,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000326,Led 3mm,100.0,Keperluan Lab RTCS,2022
263,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000327,Led Merah Kecil,100.0,Keperluan Lab RTCS,2022
264,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000376,PCB Dot Matrik 10cm x 20cm,100.0,Keperluan Lab RTCS,2022
265,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000442,Resistor 15K 0.25W,50.0,Keperluan Lab RTCS,2022
266,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000444,Resistor 1K 0.25W,100.0,Keperluan Lab RTCS,2022
267,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000511,Resistor 1.8K 0.25W,100.0,Keperluan Lab RTCS,2022
268,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000513,Resistor 10K 0.25W,100.0,Keperluan Lab RTCS,2022
269,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000580,Timah 1/4Kg,5.0,Keperluan Lab RTCS,2022
270,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000607,Resistor 2.2K 0.25W,100.0,Keperluan Lab RTCS,2022
271,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000694,Cap Elect 10uF 16V,100.0,Keperluan Lab RTCS,2022
272,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000696,Cap Elect 100uF 16V,100.0,Keperluan Lab RTCS,2022
273,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000722,Cap Keramik 10pF,100.0,Keperluan Lab RTCS,2022
274,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000724,Cap Keramik 100N,100.0,Keperluan Lab RTCS,2022
275,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000738,Cap Keramik 22pF,100.0,Keperluan Lab RTCS,2022
276,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000805,Diode Zener 5.1V,100.0,Keperluan Lab RTCS,2022
277,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000834,IC NE 555,20.0,Keperluan Lab RTCS,2022
278,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.000866,Isolasi Kertas,3.0,Keperluan Lab RTCS,2022
279,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.001643,"Resistor 470 Ohm 0,25W",100.0,Keperluan Lab RTCS,2022
280,023180500677604001KD202200037K,2022-04-18,1.01.02.04.048.001664,"Solder Goot, 30watt, Kecil",5.0,Keperluan Lab RTCS,2022
283,023180500677604001KD202200037K,2022-04-18,1.01.03.06.001.000078,"Kabel Jumper Female to Female 40 Pin, Pj 20cm",5.0,Keperluan Lab RTCS,2022
284,023180500677604001KD202200037K,2022-04-18,1.01.03.06.004.000513,Sedotan Timah Goot Sedang,3.0,Keperluan Lab RTCS,2022
285,023180500677604001KD202200037K,2022-04-18,1.01.03.06.999.000559,T Sambungan Putih,1.0,Keperluan Lab RTCS,2022
286,023180500677604001KD202200038K,2022-04-21,1.01.02.04.048.000015,Arrow Klip Hitam Kecil,200.0,Keperluan Lab Sistem Digital,2022
287,023180500677604001KD202200038K,2022-04-21,1.01.02.04.048.000016,Arrow Klip Merah Kecil,13.0,Keperluan Lab Sistem Digital,2022
288,023180500677604001KD202200038K,2022-04-21,1.01.02.04.048.000016,Arrow Klip Merah Kecil,187.0,Keperluan Lab Sistem Digital,2022
289,023180500677604001KD202200038K,2022-04-21,1.01.02.04.048.001677,Pinset,3.0,Keperluan Lab Sistem Digital,2022
290,023180500677604001KD202200038K,2022-04-21,1.01.03.06.999.000424,Relay 12V SPDT,20.0,Keperluan Lab Sistem Digital,2022
291,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000015,Arrow Klip Hitam Kecil,33.0,Keperluan Lab Sistem Analog,2022
292,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000015,Arrow Klip Hitam Kecil,167.0,Keperluan Lab Sistem Analog,2022
293,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000016,Arrow Klip Merah Kecil,200.0,Keperluan Lab Sistem Analog,2022
294,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000155,IC ADC 0804,20.0,Keperluan Lab Sistem Analog,2022
295,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000170,IC LM 324,100.0,Keperluan Lab Sistem Analog,2022
296,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000172,IC LM 35,50.0,Keperluan Lab Sistem Analog,2022
297,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000196,IC TTL 7447,20.0,Keperluan Lab Sistem Analog,2022
298,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000196,IC TTL 7447,80.0,Keperluan Lab Sistem Analog,2022
299,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000257,Led Kecil Hijau,50.0,Keperluan Lab Sistem Analog,2022
300,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000258,Led Kecil Kuning,40.0,Keperluan Lab Sistem Analog,2022
301,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000258,Led Kecil Kuning,10.0,Keperluan Lab Sistem Analog,2022
302,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000266,Karet Penyangga Besar,48.0,Keperluan Lab Sistem Analog,2022
303,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000288,Resistor 220Ohm 0.5W,200.0,Keperluan Lab Sistem Analog,2022
304,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000325,LDR,24.0,Keperluan Lab Sistem Analog,2022
305,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000325,LDR,24.0,Keperluan Lab Sistem Analog,2022
306,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000328,Led Merah Besar,10.0,Keperluan Lab Sistem Analog,2022
307,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000328,Led Merah Besar,40.0,Keperluan Lab Sistem Analog,2022
308,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000417,Push Button 4 Pin,65.0,Keperluan Lab Sistem Analog,2022
309,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000434,Resistor 100Ohm 0.5W,400.0,Keperluan Lab Sistem Analog,2022
310,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000436,Resistor 10K 0.5W 5%,200.0,Keperluan Lab Sistem Analog,2022
311,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000445,Resistor 1K 0.5W 5%,200.0,Keperluan Lab Sistem Analog,2022
312,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000462,Resistor 330Ohm 0.5W,200.0,Keperluan Lab Sistem Analog,2022
313,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000473,Resistor 470Ohm 0.5W,300.0,Keperluan Lab Sistem Analog,2022
314,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000550,Resistor 10Ohm 0.5W,200.0,Keperluan Lab Sistem Analog,2022
315,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000580,Timah 1/4Kg,2.0,Keperluan Lab Sistem Analog,2022
316,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000724,Cap Keramik 100N,100.0,Keperluan Lab Sistem Analog,2022
317,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000735,Cap Keramik 150pF,100.0,Keperluan Lab Sistem Analog,2022
318,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000755,Cap Keramik 470pF,100.0,Keperluan Lab Sistem Analog,2022
319,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000768,Cap Milar 1N,100.0,Keperluan Lab Sistem Analog,2022
320,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000771,Cap Milar 150N,100.0,Keperluan Lab Sistem Analog,2022
321,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000829,IC LM 339,100.0,Keperluan Lab Sistem Analog,2022
322,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000830,IC LM 393,100.0,Keperluan Lab Sistem Analog,2022
323,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000834,IC NE 555,50.0,Keperluan Lab Sistem Analog,2022
324,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.000961,"Seven Segment 0.8 inch, common cathoda",100.0,Keperluan Lab Sistem Analog,2022
325,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.001399,Soket Header Single 1x40P,50.0,Keperluan Lab Sistem Analog,2022
326,023180500677604001KD202200039K,2022-04-25,1.01.02.04.048.001656,Resistor 680 Ohm 0.5W,200.0,Keperluan Lab Sistem Analog,2022
328,023180500677604001KD202200039K,2022-04-25,1.01.03.06.002.000015,Led super bright merah kecil 5mm,100.0,Keperluan Lab Sistem Analog,2022
329,023180500677604001KD202200039K,2022-04-25,1.01.03.06.999.000424,Relay 12V SPDT,50.0,Keperluan Lab Sistem Analog,2022
330,023180500677604001KD202200040K,2022-04-28,1.01.02.04.048.001671,Isolasi Unibel 0.13mm x 19mm x 20mtr,1.0,Keperluan Unit Rumah Tangga,2022
331,023180500677604001KD202200040K,2022-04-28,1.01.03.06.003.000001,Stop Kontak 5LB,12.0,Keperluan Unit Rumah Tangga,2022
332,023180500677604001KD202200040K,2022-04-28,1.01.03.06.003.000549,"Stop Kontak 3Lb, ground",10.0,Keperluan Unit Rumah Tangga,2022
333,023180500677604001KD202200040K,2022-04-28,1.01.03.06.003.000550,"Stop Kontak 4Lb, ground",10.0,Keperluan Unit Rumah Tangga,2022
334,023180500677604001KD202200040K,2022-04-28,1.01.03.06.005.000002,Steker GB Germany,32.0,Keperluan Unit Rumah Tangga,2022
335,023180500677604001KD202200041K,2022-05-09,1.01.03.06.001.000242,Kabel Serabut NYMHY 3x2.5mm supreme,5.0,Keperluan Unit Keuangan,2022
336,023180500677604001KD202200041K,2022-05-09,1.01.03.06.003.000550,"Stop Kontak 4Lb, ground",1.0,Keperluan Unit Keuangan,2022
337,023180500677604001KD202200041K,2022-05-09,1.01.03.06.005.000002,Steker GB Germany,1.0,Keperluan Unit Keuangan,2022
338,023180500677604001KD202200042K,2022-05-11,1.01.02.04.048.000956,SD Card 4GB Transcend,1.0,Keperluan Unit Rumah Tangga,2022
339,023180500677604001KD202200043K,2022-05-13,1.01.03.04.999.000021,Keyboard & Mouse Optical Scorll MK-200 logitech,2.0,Keperluan Lab Kontrol Mekatronika,2022
340,023180500677604001KD202200043K,2022-05-13,1.01.03.06.001.000242,Kabel Serabut NYMHY 3x2.5mm supreme,50.0,Keperluan Lab Kontrol Mekatronika,2022
341,023180500677604001KD202200044K,2022-05-17,1.01.03.06.001.000242,Kabel Serabut NYMHY 3x2.5mm supreme,50.0,Keperluan Prodi DTME S2,2022
343,023180500677604001KD202200046K,2022-05-19,1.01.02.04.048.000188,IC TTL 7408,15.0,Keperluan Lab MMB an Noviastin,2022
344,023180500677604001KD202200046K,2022-05-19,1.01.02.04.048.000257,Led Kecil Hijau,15.0,Keperluan Lab MMB an Noviastin,2022
345,023180500677604001KD202200046K,2022-05-19,1.01.02.04.048.000258,Led Kecil Kuning,15.0,Keperluan Lab MMB an Noviastin,2022
346,023180500677604001KD202200046K,2022-05-19,1.01.02.04.048.000327,Led Merah Kecil,10.0,Keperluan Lab MMB an Noviastin,2022
347,023180500677604001KD202200046K,2022-05-19,1.01.02.04.048.000433,Resistor 100Ohm 0.25W,15.0,Keperluan Lab MMB an Noviastin,2022
348,023180500677604001KD202200046K,2022-05-19,1.01.02.04.048.001644,Resistor 470 Ohm 1W,15.0,Keperluan Lab MMB an Noviastin,2022
349,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000078,Conector RJ 45,50.0,Keperluan Unit Rumah Tangga,2022
350,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000272,Mata Bor Besi HSS 1-13mm,1.0,Keperluan Unit Rumah Tangga,2022
351,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000272,Mata Bor Besi HSS 1-13mm,1.0,Keperluan Unit Rumah Tangga,2022
352,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000290,Kikir Set Sedang,1.0,Keperluan Unit Rumah Tangga,2022
353,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000372,Palu,1.0,Keperluan Unit Rumah Tangga,2022
354,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000505,Roset RJ-11,20.0,Keperluan Unit Rumah Tangga,2022
355,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000544,SolderTembak Goot TQ 77,1.0,Keperluan Unit Rumah Tangga,2022
356,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000562,Tang Crimping RJ 45 (231652),1.0,Keperluan Unit Rumah Tangga,2022
357,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000565,Tang Kombinasi 8,2.0,Keperluan Unit Rumah Tangga,2022
358,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000576,Tespen 220V,7.0,Keperluan Unit Rumah Tangga,2022
359,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000580,Timah 1/4Kg,2.0,Keperluan Unit Rumah Tangga,2022
360,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000588,Tool Set Electro,1.0,Keperluan Unit Rumah Tangga,2022
361,023180500677604001KD202200047K,2022-05-23,1.01.02.04.048.000970,Tang Potong Kecil,2.0,Keperluan Unit Rumah Tangga,2022
362,023180500677604001KD202200047K,2022-05-23,1.01.02.08.001.000044,Tang Cucut Diamond (Besar),2.0,Keperluan Unit Rumah Tangga,2022
363,023180500677604001KD202200047K,2022-05-23,1.01.02.08.001.000097,Palu Konde kecil Krisbow,1.0,Keperluan Unit Rumah Tangga,2022
364,023180500677604001KD202200047K,2022-05-23,1.01.03.05.005.000001,Kunci Inggris 15 Lippro,1.0,Keperluan Unit Rumah Tangga,2022
366,023180500677604001KD202200047K,2022-05-23,1.01.03.06.004.000513,Sedotan Timah Goot Sedang,1.0,Keperluan Unit Rumah Tangga,2022
367,023180500677604001KD202200047K,2022-05-23,1.01.03.06.999.000179,Klem Kabel No.10,3.0,Keperluan Unit Rumah Tangga,2022
368,023180500677604001KD202200047K,2022-05-23,1.01.03.06.999.000180,Klem Kabel No.12,3.0,Keperluan Unit Rumah Tangga,2022
369,023180500677604001KD202200048K,2022-05-25,1.01.01.04.002.000002,"Pelumas Semprot WD-40, 412ml",2.0,Keperluan Lab Bengkel Elektro Mekanik,2022
370,023180500677604001KD202200048K,2022-05-25,1.01.02.04.048.000254,Kuas 1,10.0,Keperluan Lab Bengkel Elektro Mekanik,2022
371,023180500677604001KD202200048K,2022-05-25,1.01.02.04.048.000277,"MCB 6A, 400V 1 Pole",5.0,Keperluan Lab Bengkel Elektro Mekanik,2022
372,023180500677604001KD202200048K,2022-05-25,1.01.02.04.048.000284,Obeng Kecil Set,3.0,Keperluan Lab Bengkel Elektro Mekanik,2022
373,023180500677604001KD202200048K,2022-05-25,1.01.02.04.048.000338,"Mata Bor 0.8-13mm, Metal Alpen",1.0,Keperluan Lab Bengkel Elektro Mekanik,2022
374,023180500677604001KD202200048K,2022-05-25,1.01.02.04.048.000544,SolderTembak Goot TQ 77,4.0,Keperluan Lab Bengkel Elektro Mekanik,2022
375,023180500677604001KD202200048K,2022-05-25,1.01.02.04.048.000866,Isolasi Kertas,10.0,Keperluan Lab Bengkel Elektro Mekanik,2022
376,023180500677604001KD202200048K,2022-05-25,1.01.02.04.048.001142,Clamp C 4,4.0,Keperluan Lab Bengkel Elektro Mekanik,2022
